Year,Month,Day,Location,Province
2000,1,2,Mission,BC
2000,1,4,Whitehorse,YT
2000,1,2,Vancouver,BC
2000,1,2,Vancouver,BC
2000,1,4,Mission,BC
2000,1,5,Mission,BC
2000,1,7,Mission,BC
2000,1,13,Gibsons,BC
2000,1,15,Kelowna,BC
2000,1,17,Burnaby,BC
2000,1,18,Whitehorse,YT
2000,1,20,Kelowna,BC
2000,1,24,Glace Bay,NS
2000,1,24,Braeburn,YT
2000,1,28,Victoria,BC
2000,1,28,Prince Albert,SK
2000,1,29,Prince Albert,SK
2000,1,30,Mission,BC
2000,2,2,St. Paul,AB
2000,2,6,Black Creek,BC
2000,2,14,Elsa,YT
2000,2,14,Medicine Hat,AB
2000,2,17,Cornwall,ON
2000,2,19,Surrey,BC
2000,2,19,Mission,BC
2000,2,21,Camp Morton,MB
2000,2,22,Calmar,AB
2000,2,22,Speden,AB
2000,2,26,Waterford,ON
2000,2,27,Argyle,MB
2000,2,29,Windsor,ON
2000,2,29,St. Paul,AB
2000,3,7,Burnaby,BC
2000,3,16,Sudbury,ON
2000,3,16,Corbow Hill,BC
2000,3,18,Edmonton,AB
2000,3,21,Upper Granville,NS
2000,3,21,Montreal,PQ
2000,3,23,Quesnel,BC
2000,3,25,Whitehorse,YT
2000,3,26,Sudbury,ON
2000,3,29,Burnaby,BC
2000,3,30,Little Fox Lake,YT
2000,3,30,Acton,ON
2000,3,31,Jonquiere,PQ
2000,4,1,Pelly Crossing,YT
2000,4,2,St-Bruno,PQ
2000,4,3,Val-D'Or,PQ
2000,4,17,Cranbrook,BC
2000,4,20,Winnipeg,MB
2000,4,22,Surrey,BC
2000,4,22,Capreol ,ON
2000,4,23,Orangeville,ON
2000,4,24,LaTuque,PQ
2000,4,24,Langley,BC
2000,4,25,Winnipeg,MB
2000,4,25,Winnipeg,MB
2000,4,25,Winnipeg,MB
2000,4,25,Winnipeg,MB
2000,4,26,Winnipeg,MB
2000,4,27,Winnipeg,MB
2000,4,27,Estevan,SK
2000,4,28,Aldergrove,BC
2000,4,29,Vancouver,BC
2000,5,4,Kamloops,BC
2000,5,6,Kamloops,BC
2000,5,6,Sudbury,ON
2000,5,7,Capreol ,ON
2000,5,8,Kamloops,BC
2000,5,11,Calgary,AB
2000,5,15,North Vancouver,BC
2000,5,18,Thurso,SK
2000,5,18,Winnipeg,MB
2000,5,18,Sorrento,BC
2000,6,3,Whistler,BC
2000,6,8,Vancouver,BC
2000,6,8,Kelowna,BC
2000,6,12,Burnaby,BC
2000,6,16,Fort St. John,BC
2000,6,19,Willmar,SK
2000,6,21,Montreal,PQ
2000,6,25,Ashern,MB
2000,6,27,Mattawa,ON
2000,7,7,Toronto,ON
2000,7,7,Woodbridge,ON
2000,7,7,Edmonton,AB
2000,7,8,St. Paul,AB
2000,7,10,North Vancouver,BC
2000,7,11,Vancouver,BC
2000,7,11,Vancouver,BC
2000,7,14,Delta,BC
2000,7,14,Surrey,BC
2000,7,15,Gimli,MB
2000,7,16,Whitehorse,YT
2000,7,20,Dowling,ON
2000,7,21,Winnipeg,MB
2000,7,24,Vancouver,BC
2000,7,25,Kingston,ON
2000,7,28,Maple Ridge,BC
2000,7,28,Rouyn-Norauk,PQ
2000,7,29,Vancouver,BC
2000,8,1,Cape Breton,NS
2000,8,2,Saddle Lake Reserve,AB
2000,8,2,Teslin,YT
2000,8,3,Lake Cowichan,BC
2000,8,3,Coquitlam,BC
2000,8,3,Delta,BC
2000,8,3,Duncan,BC
2000,8,3,Lake Cowichan,BC
2000,8,4,London,ON
2000,8,4,Pitt Lake,BC
2000,8,5,Barrie,ON
2000,8,5,Osprey Lake,BC
2000,8,7,Powell River,BC
2000,8,8,Vonda,SK
2000,8,9,Cloverdale,BC
2000,8,10,Langley,BC
2000,8,10,Burnaby,BC
2000,8,11,Vancouver,BC
2000,8,12,Ashern,MB
2000,8,13,Steinbach,MB
2000,8,13,Ottawa,ON
2000,8,13,River Bourgeois,NS
2000,8,16,St-Henri de Taillon,PQ
2000,8,17,Proctor Ferry,BC
2000,8,19,Logan Lake,BC
2000,8,21,White Rock,BC
2000,8,21,Sudbury,ON
2000,8,21,Kootenay Lake,BC
2000,8,21,Surrey,BC
2000,8,21,Shawnigan Lake,BC
2000,8,21,Sechelt,BC
2000,8,22,Proctor  ,BC
2000,8,23,Dawson City,YT
2000,8,24,Blind River,ON
2000,8,25,Gunn,AB
2000,8,25,Sudbury,ON
2000,8,25,Ramore,ON
2000,8,26,Mattawa,ON
2000,8,27,Mattawa,ON
2000,8,28,Poison Mountain,BC
2000,8,29,Whitehorse,YT
2000,8,30,Gull Lake,ON
2000,8,31,London,ON
2000,9,2,Delta,BC
2000,9,4,Carville,AB
2000,9,5,Edmonton,AB
2000,9,6,Ottawa,ON
2000,9,11,Antigonish,NS
2000,9,12,Windsor,ON
2000,9,12,Viscount,SK
2000,9,13,Trenton ,NS
2000,9,15,Dawson  ,YT
2000,9,16,Belleville,ON
2000,9,16,Nelson,BC
2000,9,19,Marion Bridge,NS
2000,9,20,Mississauga,ON
2000,9,20,Vancouver,BC
2000,9,21,"Lac Cassey, Mont-Valin",PQ
2000,9,27,Abbotsford,BC
2000,9,27,Abbotsford,BC
2000,9,29,Quesnel,BC
2000,9,30,D'Escousse,NS
2000,10,2,Surrey,BC
2000,10,2,Delta,BC
2000,10,3,Surrey,BC
2000,10,3,Burnaby,BC
2000,10,3,Montreal,PQ
2000,10,4,Vancouver,BC
2000,10,6,Calgary,AB
2000,10,7,London,ON
2000,10,10,Victoria,BC
2000,10,10,Melmerby Beach,NS
2000,10,11,Whitehorse,YT
2000,10,11,Melmerby Beach,NS
2000,10,13,Kelowna,BC
2000,10,13,Whitehorse,YT
2000,10,13,Montreal,PQ
2000,10,13,Central Saanich,BC
2000,10,14,Prescott,ON
2000,10,15,Whitby,ON
2000,10,15,Whitehorse,YT
2000,10,16,Whitehorse,YT
2000,10,16,Muskoka,ON
2000,10,18,Yukon Crossing,YT
2000,10,18,Vernon,BC
2000,10,18,Vancouver,BC
2000,10,18,Pickering,ON
2000,10,18,Vancouver,BC
2000,10,19,Laval,PQ
2000,10,19,Sherwood Park,AB
2000,10,21,Laval,PQ
2000,10,21,Waterloo,ON
2000,10,21,Coquitlam,BC
2000,10,21,Delta,BC
2000,10,22,Kitchener,ON
2000,10,23,Toronto,ON
2000,10,24,Toronto,ON
2000,10,25,Popular Hill,NS
2000,10,26,Toronto,ON
2000,10,26,Quebec City,PQ
2000,10,28,Dawson City,YT
2000,10,30,Laterriere,PQ
2000,11,2,Burnaby,BC
2000,11,4,Prescott,ON
2000,11,6,Oshawa,ON
2000,11,11,Montreal,PQ
2000,11,13,Whistler,BC
2000,11,15,Mayo Road,YT
2000,11,16,North Vancouver,BC
2000,11,18,Lake Laberge,YT
2000,11,19,Laurentian Mountains,PQ
2000,11,20,Cooking Lake,AB
2000,11,20,Whitehorse,YT
2000,11,21,Prince George,BC
2000,11,21,Toronto,ON
2000,11,22,Delta,BC
2000,12,2,Delta,ON
2000,12,4,Whitehorse,YT
2000,12,7,Nepean,ON
2000,12,12,Chicoutimi,PQ
2000,12,12,Greenville,BC
2000,12,12,Winnipeg,MB
2000,12,13,Lake Laberge,YT
2000,12,13,Victoria,BC
2000,12,13,"Lac Doctor, St Monore",PQ
2000,12,14,Little Fox Lake,YT
2000,12,18,Lasalle,ON
2000,12,19,Terrace,BC
2000,12,20,Kingston,ON
2000,12,22,London,ON
2000,12,24,Three Rivers,PQ
2000,12,26,Montreal Island,PQ
2000,12,26,Ottawa,ON
2001,1,1,Sudbury,ON
2001,1,1,Mantoulin Island,ON
2001,1,1,Lake Laberge,YK
2001,1,2,Vernon,BC
2001,1,3,Alma,PQ
2001,1,5,Surrey,BC
2001,1,5,Whitehorse,YK
2001,1,5,Whitehorse,YK
2001,1,5,North Bay,ON
2001,1,5,Kelowna,BC
2001,1,6,Toronto,ON
2001,1,9,Pangnirtung,NU
2001,1,10,Vaudreuil,PQ
2001,1,10,Vaudreuil,PQ
2001,1,11,Ottawa,ON
2001,1,13,Heckmondwike,BC
2001,1,13,Glace Bay,NS
2001,1,15,Wanham,AB
2001,1,17,Lively,ON
2001,1,18,Hudson,PQ
2001,1,18,Whitehorse,YK
2001,1,21,Toronto,ON
2001,1,21,Whitehorse,YK
2001,1,21,Whitehorse,YK
2001,1,21,Whitehorse,YK
2001,1,22,Saskatoon,SK
2001,1,22,Burnaby,BC
2001,1,22,Winnipeg,MB
2001,1,23,Vancouver,BC
2001,1,23,King's County,NS
2001,1,24,Thunder Bay,ON
2001,1,25,Surrey,BC
2001,1,27,Burnaby,BC
2001,1,29,Garden Bay,BC
2001,1,31,Gjoa Haven,NU
2001,2,1,St-Rose-Laval,PQ
2001,2,3,White Rock,BC
2001,2,4,St-Rose-Laval,PQ
2001,2,4,Vancouver,BC
2001,2,6,Burnaby,BC
2001,2,10,Roberts Creek,BC
2001,2,11,Sherridon,MB
2001,2,11,North Vancouver,BC
2001,2,14,Donacona,PQ
2001,2,15,Port Coquitlam,BC
2001,2,15,Tofino,BC
2001,2,18,Burnaby,BC
2001,2,19,Vancouver,BC
2001,2,25,Surrey,BC
2001,2,25,Vernon,BC
2001,2,27,Irricana,AB
2001,3,2,Lethbridge,AB
2001,3,2,Steveston,BC
2001,3,3,Waterdown,ON
2001,3,5,Sechelt,BC
2001,3,5,Kuujjuaraapik,PQ
2001,3,6,Pender Harbour,BC
2001,3,6,Ottawa,ON
2001,3,7,Watson Lake,YK
2001,3,8,Pender Harbour,BC
2001,3,10,Dollard-des-Ormeaux,PQ
2001,3,10,Surrey,BC
2001,3,11,Calgary,AB
2001,3,11,Fort Erie,ON
2001,3,12,Thunder Bay,ON
2001,3,13,Roberts Creek,BC
2001,3,13,Ladysmith,BC
2001,3,13,Gibson's,BC
2001,3,13,Vancouver,BC
2001,3,17,Pender Harbour,BC
2001,3,19,Cambridge,ON
2001,3,21,Sooke,BC
2001,3,23,Surrey,BC
2001,3,25,Burnaby,BC
2001,3,25,Kingston,ON
2001,3,25,North Bay,ON
2001,3,26,East-Farnham,PQ
2001,3,27,Montreal,PQ
2001,3,27,Irricana,AB
2001,4,1,Tissaluk Lake,NU
2001,4,1,Surrey,BC
2001,4,1,Etzikom,AB
2001,4,2,Roslin,ON
2001,4,3,Edmonton,AB
2001,4,4,Saskatoon,SK
2001,4,6,Vancouver,BC
2001,4,9,Salmon Arm,BC
2001,4,10,Surrey,BC
2001,4,10,Surrey,BC
2001,4,10,Welland,ON
2001,4,11,Trenton,ON
2001,4,19,Edmonton,AB
2001,4,20,North Vancouver,BC
2001,4,20,Burnaby,BC
2001,4,21,Dawson Creek,BC
2001,4,23,Salmon Arm,BC
2001,4,25,Ajax,ON
2001,4,25,Powell River,BC
2001,4,26,Surrey,BC
2001,4,28,Montreal,PQ
2001,4,29,London,ON
2001,4,29,Surrey,BC
2001,4,29,Quebec City,PQ
2001,5,1,Ottawa,ON
2001,5,2,Hazelton,BC
2001,5,3,Quebec City,PQ
2001,5,5,Surrey,BC
2001,5,7,Lac La Biche,AB
2001,5,7,Peterborough,ON
2001,5,10,Ladner,BC
2001,5,10,Ladner,BC
2001,5,10,Winnipeg,MB
2001,5,13,Ferme-Neuve,PQ
2001,5,16,Ottawa,ON
2001,5,20,Yarmouth,NS
2001,5,20,Ottawa,ON
2001,5,29,Edmonton,AB
2001,5,31,Deep Creek,YK
2001,6,1,Toronto,ON
2001,6,3,Saint-Bruno,PQ
2001,6,4,Toronto,ON
2001,6,12,Stephenville Crossing,NF
2001,6,13,Edmonton,AB
2001,6,13,Laval,PQ
2001,6,14,Almonte,ON
2001,6,14,Vancouver,BC
2001,6,14,Gordon Lake ,NT
2001,6,14,Brockville,ON
2001,6,14,Staffa,ON
2001,6,15,Ottawa,ON
2001,6,15,Elmvale ,ON
2001,6,15,Atmore,AB
2001,6,16,Tichborne,ON
2001,6,16,Squamish,BC
2001,6,18,Vancouver,BC
2001,6,19,Riverview,NB
2001,6,19,Mission,BC
2001,6,21,West Vancouver,BC
2001,6,21,Toronto,ON
2001,6,22,Squamish,BC
2001,6,25,North Vancouver,BC
2001,6,26,Ottawa,ON
2001,6,28,Arthur,ON
2001,6,30,Palmerston,ON
2001,7,1,Surrey,BC
2001,7,1,Damascus,ON
2001,7,2,Victoria,BC
2001,7,2,Toronto,ON
2001,7,4,Drayton,ON
2001,7,6,Kelowna,BC
2001,7,7,Vancouver,BC
2001,7,8,Fergus,ON
2001,7,8,Ottawa,ON
2001,7,9,Portage la Prairie,MB
2001,7,10,Damascus,ON
2001,7,11,Palmerston,ON
2001,7,11,Gibson's,BC
2001,7,11,Vancouver,BC
2001,7,11,Vancouver,BC
2001,7,12,Roberts Creek,BC
2001,7,13,Trenton,NS
2001,7,14,Marchand,MB
2001,7,14,Mississauga,ON
2001,7,15,Red Deer,AB
2001,7,15,Carleton Place,ON
2001,7,16,Ottawa,ON
2001,7,16,Fort Erie,ON
2001,7,16,Morgan's Point,ON
2001,7,17,Ottawa,ON
2001,7,17,Montreal,PQ
2001,7,17,Hull,PQ
2001,7,17,St. John's,NF
2001,7,18,Hull,PQ
2001,7,19,Pickering,ON
2001,7,19,Hull,PQ
2001,7,19,Surrey,BC
2001,7,20,Fergus,ON
2001,7,21,Faro,YK
2001,7,21,Gibson's,BC
2001,7,21,Winnipeg,MB
2001,7,22,Regina,SK
2001,7,22,Thunder Bay,ON
2001,7,22,Wellington County,ON
2001,7,22,Mount Forest,ON
2001,7,22,St.Paul,AB
2001,7,22,Dauphin,MB
2001,7,22,Maple Ridge,BC
2001,7,24,Hamilton,ON
2001,7,24,Saskatoon,SK
2001,7,26,Collingwood,ON
2001,7,27,Goderich,ON
2001,7,28,Port Alberni,BC
2001,8,2,Wellington  ,PI
2001,8,3,Seal Cove,NF
2001,8,3,Coquitlam,BC
2001,8,4,Montreal,PQ
2001,8,4,North Bay,ON
2001,8,4,Barrie,ON
2001,8,5,Alma,PQ
2001,8,6,Ottawa,ON
2001,8,7,Winnipeg,MB
2001,8,7,Kelowna,BC
2001,8,8,Waterloo,ON
2001,8,10,Comox,BC
2001,8,10,Saltspring Island,BC
2001,8,10,Nelson,BC
2001,8,10,Lantzville,BC
2001,8,11,Saskatoon,SK
2001,8,11,Chicoutimi,PQ
2001,8,11,La Baie,PQ
2001,8,11,Ottawa,ON
2001,8,12,Victoria,BC
2001,8,12,Edmonton,AB
2001,8,12,Victoria,BC
2001,8,12,Halifax,NS
2001,8,12,Halifax,NS
2001,8,13,Ottawa,ON
2001,8,14,Burnaby,BC
2001,8,14,Strathroy,ON
2001,8,14,Cobalt,ON
2001,8,15,Guysborough County,NS
2001,8,15,Shawanigan-sud,PQ
2001,8,16,New Glasgow,NS
2001,8,16,Port Alberni,BC
2001,8,16,Winnipeg,MB
2001,8,17,Mitchell,MB
2001,8,17,Sydney,NS
2001,8,17,Rocky Mountain House,AB
2001,8,18,Woodstock,NB
2001,8,18,Terrace,BC
2001,8,18,Terrace,BC
2001,8,18,Port Colborne,ON
2001,8,18,Burnaby,BC
2001,8,18,Saskatoon,SK
2001,8,18,Lee River,MB
2001,8,18,Malloy Lake,MB
2001,8,19,Loon Lake,BC
2001,8,19,Quebec City,PQ
2001,8,19,Victoria,BC
2001,8,20,Portage la Prairie,MB
2001,8,20,Winnipeg,MB
2001,8,22,Barrhead,AB
2001,8,22,Charlesbourg,PQ
2001,8,23,Ahunstic,PQ
2001,8,23,Comox,BC
2001,8,23,North Vancouver,BC
2001,8,24,Burnaby,BC
2001,8,25,Manning,AB
2001,8,25,Dorval,PQ
2001,8,25,St-Laurent,PQ
2001,8,25,Kanata,ON
2001,8,25,Coombs,BC
2001,8,26,Moncton,NB
2001,8,26,Nanaimo,BC
2001,8,26,Vancouver,BC
2001,8,27,Sydney,NS
2001,8,27,Glace Bay,NS
2001,8,27,Vancouver,BC
2001,8,27,Edmonton,AB
2001,8,28,Richmond,BC
2001,8,28,Burnaby,BC
2001,8,28,New Campbellton,NS
2001,8,29,Newmarket,ON
2001,8,29,Cornwall,ON
2001,8,29,Pembroke,ON
2001,8,30,Vancouver,BC
2001,8, ,Mississauga,ON
2001,9,2,Sydney,NS
2001,9,2,Thunder Bay,ON
2001,9,5,Whitehorse,YK
2001,9,5,Orono,ON
2001,9,7,Regina,SK
2001,9,7,Saskatoon,SK
2001,9,9,Calgary,AB
2001,9,12,Whites Lake,NS
2001,9,12,Roblin,MB
2001,9,13,Lacombe,AB
2001,9,13,Toronto,ON
2001,9,13,Ladner,BC
2001,9,13,Hobbema,AB
2001,9,13,Prince George,BC
2001,9,14,Calgary,AB
2001,9,15,Lacombe,AB
2001,9,16,Haliburton,ON
2001,9,16,Winnipeg,MB
2001,9,16,Edmonton,AB
2001,9,21,Gogama,ON
2001,9,22,Saskatoon,SK
2001,9,23,Winnipeg,MB
2001,9,25,Red Deer,AB
2001,9,28,Fredericton,NB
2001,9,28,Fredericton,NB
2001,9,30,Sherbrooke,PQ
2001,10,2,Cranbrook,BC
2001,10,2,Georgian Bay,ON
2001,10,3,Mission,BC
2001,10,4,Victoria,BC
2001,10,5,Lac La Biche,AB
2001,10,5,Parksville,BC
2001,10,10,Halifax,NS
2001,10,14,Innisfail,AB
2001,10,14,Demming,NS
2001,10,14,Mission,BC
2001,10,15,Vancouver,BC
2001,10,18,Regina,SK
2001,10,20,Mundare,AB
2001,10,20,Revelstoke,BC
2001,10,22,Peterborough,ON
2001,10,26,Whitehorse,YK
2001,10,27,Abbotsford,BC
2001,11,1,Vancouver,BC
2001,11,7,St. Louis,PQ
2001,11,8,Halifax,NS
2001,11,11,Whitehorse,YK
2001,11,11,Policeman's Point,YK
2001,11,12,Port Aux Basques,NF
2001,11,13,Beaverlodge,AB
2001,11,14,Whitehorse,YK
2001,11,14,Toronto,ON
2001,11,15,Halifax,NS
2001,11,16,Whitehorse,YK
2001,11,16,Burnaby,BC
2001,11,16,Vancouver,BC
2001,11,17,Burnaby,BC
2001,11,18,Crofton,BC
2001,11,18,Edmonton,AB
2001,11,18,Braeburn,YK
2001,11,18,St-Louis-de-Blandford,PQ
2001,11,19,Brantford,ON
2001,11,19,Toronto,ON
2001,11,21,Chatham,ON
2001,11,22,Revelstoke,BC
2001,11,22,Mount Pearl,NF
2001,11,24,Bowen Island,BC
2001,11,25,Richmond,BC
2001,11,26,Lethbridge,AB
2001,11,27,Kitimat,BC
2001,12,1,Burnaby,BC
2001,12,2,Dauphin,MB
2001,12,8,Brantford,ON
2001,12,11,Standard,AB
2001,12,11,Delta,BC
2001,12,11,Craik,SK
2001,12,11,Surrey,BC
2001,12,12,Standard,AB
2001,12,16,Strathmore,AB
2001,12,19,Winnipeg,MB
2001,12,21,Chesterfield Inlet,NU
2001,12,22,Taber,AB
2001,12,25,Vancouver,BC
2001,12,29,Castor River,NF
2001,12,31,Victoria,BC
2002,1,1,New Westminster,BC
2002,1,2,Hamilton,ON
2002,1,2,Fort McMurray,AB
2002,1,3,Sherwood Park,AB
2002,1,7,Calgary,AB
2002,1,11,Thornhill,ON
2002,1,11,Leamington,ON
2002,1,12,Inkerman,NB
2002,1,14,Surrey,BC
2002,1,15,Surrey,BC
2002,1,16,Crossfield,AB
2002,1,17,Cold Lake,AB
2002,1,17,Cold Lake,AB
2002,1,18,Hamilton,ON
2002,1,22,Edmonton,AB
2002,1,23,Swan Hills,AB
2002,1,25,Marsh Lake,YK
2002,1,25,St. Catharines,ON
2002,1,26,Marsh Lake,YK
2002,1,27,Toronto,ON
2002,1,27,Cambridge,ON
2002,1,28,Marsh Lake,YK
2002,1,29,Marsh Lake,YK
2002,1,30,Whitehorse,YK
2002,1,30,Burnaby ,BC
2002,1,31,Burns Lake,BC
2002,1,31,Whitehorse,YK
2002,1,31,Whitehorse,YK
2002,1,31,Whitehorse,YK
2002,2,1,Usk,BC
2002,2,1,Telkwa,BC
2002,2,1,Smithers,BC
2002,2,1,Terrace,BC
2002,2,1,Terrace,BC
2002,2,2,Cold Lake,AB
2002,2,2,Whitehorse,YK
2002,2,2,Whitehorse,YK
2002,2,2,Essex,ON
2002,2,3,Houston,BC
2002,2,3,Essex,ON
2002,2,5,Thorburn,NS
2002,2,6,Bonnyville,AB
2002,2,6,Whitehorse,YK
2002,2,7,Telkwa,BC
2002,2,7,Dawson City,YK
2002,2,10,White Rock,BC
2002,2,12,Mississauga,ON
2002,2,13,King City,ON
2002,2,13,Burlington,ON
2002,2,14,Burns Lake,BC
2002,2,14,Welshtown,NS
2002,2,14,London,ON
2002,2,15,Edmonton,AB
2002,2,15,North Vancouver,BC
2002,2,15,Prince George,BC
2002,2,15,Prince George,BC
2002,2,15,Edmonton,AB
2002,2,17,Calgary,AB
2002,2,17,Mississauga,ON
2002,2,22,Houston,BC
2002,2,24,Vancouver,BC
2002,2,24,Ladner,BC
2002,2,25,Courtenay,BC
2002,2,25,Lacombe,AB
2002,2,26,Hazelton,BC
2002,2,26,Whistler,BC
2002,2,27,Terrace,BC
2002,2,27,South Hazelton,BC
2002,2,28,Sinkut Mountain,BC
2002,2,28,Sinkut Mountain,BC
2002,2,28,Prince George,BC
2002,2,28,Toronto,ON
2002,2,28,Victoria,BC
2002,3,1,Houston,BC
2002,3,2,Kitimat,BC
2002,3,3,Terrace,BC
2002,3,4,Terrace,BC
2002,3,4,Terrace,BC
2002,3,5,Trois-Rivieres,PQ
2002,3,5,Kitimat,BC
2002,3,8,Terrace,BC
2002,3,8,Terrace,BC
2002,3,9,Terrace,BC
2002,3,9,Terrace,BC
2002,3,11,Whitby,ON
2002,3,12,Lethbridge,AB
2002,3,15,Dartmouth,NS
2002,3,16,London,ON
2002,3,17,Terrace,BC
2002,3,18,Houston,BC
2002,3,19,Kitimat,BC
2002,3,19,Ottawa,ON
2002,3,20,Toronto,ON
2002,3,21,Fawcett,AB
2002,3,21,New Hazelton,BC
2002,3,21,Whitehorse,YK
2002,3,21,Houston,BC
2002,3,21,Ft. McMurray,AB
2002,3,21,Houston,BC
2002,3,21,Houston,BC
2002,3,22,Hamilton,ON
2002,3,22,Whitehorse,YK
2002,3,25,Terrace,BC
2002,3,27,Newmarket,ON
2002,3,27,Edmonton,AB
2002,3,27,Winnipeg,MB
2002,3,28,Hamilton,BC
2002,3,29,Coombs,BC
2002,3,31,Strathmore,AB
2002,3, ,Thunder Bay,ON
2002,4,1,Orangeville,ON
2002,4,2,New Glasgow,NS
2002,4,3,Cedarvale,BC
2002,4,3,Georgetown,ON
2002,4,4,Sunset Lake,BC
2002,4,6,Mississauga,ON
2002,4,7,Montreal,PQ
2002,4,7,Oakbank,MB
2002,4,10,Alma,PQ
2002,4,10,Victoria,BC
2002,4,10,Calgary,AB
2002,4,11,Calgary,AB
2002,4,13,English Bay,AB
2002,4,14,Ville de La Baie,PQ
2002,4,16,North Vancouver,BC
2002,4,17,Ottawa,ON
2002,4,21,Houston,BC
2002,4,22,Glenella,MB
2002,4,24,St-Eustache,PQ
2002,4,26,Toronto,ON
2002,4,26,Terrace,BC
2002,4,27,Ottawa,ON
2002,4,27,Terrace,BC
2002,4,28,Terrace,BC
2002,4,29,Terrace,BC
2002,4,30,Kelowna,BC
2002,5,7,Winnipeg,MB
2002,5,9,Chisasibi,PQ
2002,5,9,Sault Ste. Marie,ON
2002,5,9,Hamilton,ON
2002,5,9,Winnipeg,MB
2002,5,9,Edmonton,AB
2002,5,10,Brampton,ON
2002,5,10,Strathmore,AB
2002,5,12,Red Deer,AB
2002,5,12,Calgary,AB
2002,5,13,Salisbury,NB
2002,5,13,Edmonton,AB
2002,5,14,Surrey,BC
2002,5,15,Winnipeg,MB
2002,5,15,Terrace,BC
2002,5,16,Vancouver,BC
2002,5,17,Vancouver,BC
2002,5,17,St. Albert,AB
2002,5,18,Prince Rupert,BC
2002,5,19,Terrace,BC
2002,5,20,Telkwa,BC
2002,5,20,Winnipeg,MB
2002,5,21,Maxville,ON
2002,5,23,Fort St. James,BC
2002,5,23,St-Honore,PQ
2002,5,24,Cobourg,ON
2002,5,24,Brampton,ON
2002,5,26,Calgary,AB
2002,5,26,Winnipeg,MB
2002,5,28,Windsor,ON
2002,5,29,Aylmer,PQ
2002,5,30,Ottawa,ON
2002,5,31,Windermere,BC
2002,6,1,Smithers,BC
2002,6,1,Vanderhoof,BC
2002,6,2,West Vancouver,BC
2002,6,2,Welland,ON
2002,6,2,Ajax,ON
2002,6,2,Selkirk,MB
2002,6,3,Longeuil,PQ
2002,6,3,Brantford,ON
2002,6,4,Edmonton,AB
2002,6,4,Montreal,PQ
2002,6,6,Simcoe,ON
2002,6,6,Aurora,ON
2002,6,7,Ottawa,ON
2002,6,7,Fraser Lake,BC
2002,6,10,Oshawa,ON
2002,6,18,Endako,BC
2002,6,20,Calgary,ON
2002,6,20,Ottawa,ON
2002,6,20,Surrey,BC
2002,6,21,Surrey,BC
2002,6,21,Winnipeg,MB
2002,6,21,Bird's Hill,MB
2002,6,22,Ottawa,ON
2002,6,22,Ottawa,ON
2002,6,23,Surrey,BC
2002,6,23,Winnipeg,MB
2002,6,25,Winnipeg,MB
2002,6,25,Mississauga,ON
2002,6,25,Edmonton,AB
2002,6,26,Edmonton,AB
2002,6,26,Etobicoke,ON
2002,6,27,Maple,ON
2002,6,27,Toronto,ON
2002,6,27,Terrace,BC
2002,6,27,Pine Falls,MB
2002,6,29,Vancouver,BC
2002,6,29,Cannington,ON
2002,6,30,Oakville,ON
2002,6,30,Huntsville,ON
2002,6,30,Saint John,NB
2002,7,1,Huntsville,ON
2002,7,1,Ottawa,ON
2002,7,2,Surrey,BC
2002,7,2,Rivers,MB
2002,7,2,Varennes,PQ
2002,7,3,Montreal,PQ
2002,7,3,Longueuil,PQ
2002,7,4,Toronto,ON
2002,7,4,Toronto,ON
2002,7,5,Brampton,ON
2002,7,5,St. Catharines,ON
2002,7,6,Edmonton,AB
2002,7,6,Muskoka,ON
2002,7,6,Middleton,NS
2002,7,7,Cabin Lake,BC
2002,7,7,St. Albert,AB
2002,7,7,Belleville,ON
2002,7,8,Chilliwack,BC
2002,7,8,Pine Lake,AB
2002,7,9,Sudbury,ON
2002,7,9,Hamilton,ON
2002,7,10,Whiteswan Lake,BC
2002,7,10,West Luther,ON
2002,7,10,Sudbury,ON
2002,7,10,North Vancouver,BC
2002,7,11,Cold Lake,AB
2002,7,11,Vaughan,ON
2002,7,11,Toronto,ON
2002,7,12,Colwood,BC
2002,7,12,Kincardine,ON
2002,7,12,Calgary,AB
2002,7,12,Barrie,ON
2002,7,13,Vancouver,BC
2002,7,14,St. Catharines,ON
2002,7,14,Windsor,ON
2002,7,15,Vancouver,BC
2002,7,15,Edmonton,AB
2002,7,15,Winnipeg,MB
2002,7,15,Gimli,MB
2002,7,18,Winnipeg,MB
2002,7,19,Squamish,BC
2002,7,19,Selkirk,MB
2002,7,19,Thessalon,ON
2002,7,20,Vancouver,BC
2002,7,20,Surrey,BC
2002,7,20,Rockwood,ON
2002,7,20,Brampton,ON
2002,7,21,Kitimat,BC
2002,7,22,Mississauga,ON
2002,7,24,Peace River,AB
2002,7,24,Montreal,PQ
2002,7,25,Hazelton,BC
2002,7,27,Terrace,BC
2002,7,27,Saint Laurent,PQ
2002,7,27,Prince George,BC
2002,7,28,Greenfield Park,PQ
2002,7,28,Smithers,BC
2002,7,28,Nanaimo,BC
2002,7,29,Houston,BC
2002,7,29,Terrace,BC
2002,7,29,Telkwa,BC
2002,7,29,Edmonton,BC
2002,7,29,Sayward,BC
2002,7,29,Quick,BC
2002,7,29,Brockville,ON
2002,7,29,Prince Rupert,BC
2002,7,29,Port Simpson,BC
2002,7,30,Winnipeg,MB
2002,7,30,Bird's Hill,MB
2002,8,2,Burke's Falls,ON
2002,8,3,Edmonton,AB
